1,1,0,2.0192,0.168,0.005,0.005,0.03,0.154,0.154,0.021,0.046,0,0.466,0,0,0,0,0,1
1,1,0,2.3652,0.168,0.012,0.012,0.089,0.151,0.151,0.019,0.037,0,0.47,0,0,0,0,0,1
1,1,0,1.901,0.168,0.083,0.083,0.145,0.162,0.152,0,0,0,0.018,0,0,0,0,0,0
1,1,0,1.6903,0.007,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0
1,1,0,1.9215,0.007,0.003,0.003,0.015,0.151,0.152,0,0,0,0,0,0,0,0,0,0
1,1,0,1.4449,0.007,0,0,0,0.152,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,1.8535,0.007,0.007,0.007,0.016,0.152,0.152,0,0,0,0,0,0,0,0,0,0
1,1,0,1.8051,0.007,0.002,0.002,0.004,0.246,0.246,0,0,0,0,0,0,0,0,0,0
1,1,0,1.5071,0.169,0.192,0.192,0.038,0.154,0.153,0,0,0,0.013,1,0,0,0,0,0
1,1,0,1.8997,0.169,0,0,0,0.235,0.239,0,0,0,0,0,0,0,0,0,0
1,1,0,1.9275,0.15,0.063,0.063,0.11,0.123,0.151,0,0.002,0,0.001,0,0,0,0,0,0
1,1,0,1.4974,0.169,0.002,0.002,0,0.249,0.249,0.064,0.123,0,0.131,1,0,0,0,0,0
1,1,0,1.7744,0.167,0.006,0.006,0.03,0.249,0.25,0.037,0.114,0,0.144,0,0,0,0,0,0
1,1,0,1.7651,0.007,0.002,0.002,0.012,0.151,0.153,0,0,0,0,0,0,0,0,0,0
1,1,0,1.7032,0.168,0.002,0.002,0.004,0.249,0.249,0.057,0.137,0,0.13,0,0,0,0,0,0
1,1,0,2.0254,0.169,0.006,0.006,0.044,0.153,0.153,0.021,0.041,0,0.456,0,0,0,0,0,1
1,1,0,1.7317,0.169,0.007,0.007,0.048,0.248,0.248,0,0,0,0,0,0,0,0,0,0
1,1,0,1.9711,0.008,0.099,0.099,0.17,0.136,0.167,0.001,0.059,0,0.034,0,0,0,0,0,0
1,1,0,1.6027,0.167,0.003,0.003,0,0.249,0.25,0.061,0.136,0,0.099,1,0,0,0,0,0
1,1,0,1.7271,0.007,0.007,0.007,0.04,0.33,0.335,0,0,0,0,0,0,0,0,0,0
1,1,0,1.7619,0.007,0.008,0.008,0.046,0.151,0.152,0,0,0,0,0,0,0,0,0,0
1,1,0,1.7441,0.007,0,0,0,0.148,0.151,0,0,0,0,0,0,0,0,0,0
1,1,0,1.4723,0.007,0.002,0.002,0,0.245,0.245,0,0,0,0,1,0,0,0,0,0
1,1,0,1.8343,0.007,0.002,0.002,0.015,0.153,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,0.7275,0.168,0,0,0.046,0.151,0.152,0,0,0,0.005,0,0,0,0,0,0
1,1,0,1.4941,0.168,0.01,0.01,0.074,0.249,0.25,0.094,0.155,0,0.125,0,0,0,0,0,0
1,1,0,1.4994,0.169,0.01,0.01,0.074,0.249,0.25,0.063,0.113,0,0.098,0,0,0,0,0,0
1,1,0,1.775,0.169,0.013,0.013,0.103,0.251,0.259,0.075,0.124,0,0.098,0,0,0,0,0,0
1,1,0,1.982,0.169,0,0,0.104,0.993,0.154,0,0,0,0.013,0,1,0,0,0,0
1,1,0,1.2478,0.169,0.007,0.007,0.05,0.249,0.249,0.135,0.087,0,0.097,0,0,0,0,0,0
1,1,0,1.7549,0.168,0.012,0.012,0.099,0.25,0.251,0.078,0.118,0,0.093,0,0,0,0,0,0
1,1,0,1.9791,0.085,0,0,0.135,0.128,0.154,0.001,0.001,0,0.023,0,0,0,0,0,0
1,1,0,2.0266,0.169,0.006,0.006,0.043,0.152,0.152,0.025,0.051,0,0.441,0,0,0,0,0,1
1,1,0,2.2428,0.168,0.01,0.01,0.101,0.25,0.25,0.03,0.128,0,0.281,0,0,0,0,0,1
1,1,0,2.0606,0.169,0.114,0.114,0.017,0.155,0.031,0,0,0,0.015,1,0,0,0,0,0
1,1,0,2.0364,0.168,0.007,0.007,0.045,0.25,0.251,0.082,0.129,0,0.1,0,0,0,0,0,0
1,1,0,2.0516,0.007,0.009,0.009,0.076,0.153,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,1.3893,0.169,0.003,0.003,0,0.257,0.257,0,0,0,0,1,0,0,0,0,0
1,1,0,1.717,0.007,0.001,0.001,0,0.148,0.153,0,0,0,0,1,0,0,0,0,0
1,1,0,2.0404,0.167,0.011,0.011,0.067,0.251,0.254,0.044,0.135,0,0.102,0,0,0,0,0,0
1,1,0,1.7456,0.168,0.002,0.002,0,0.249,0.249,0.096,0.115,0,0.121,1,0,0,0,0,0
1,1,0,1.5748,0.007,0.006,0.006,0.047,0.153,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,1.877,0.014,0.014,0.014,0.115,0.23,0.23,0,0,0.001,0,0,0,0,0,0,0
1,1,0,2.1136,0.165,0.005,0.005,0.035,0.174,0.175,0,0,0,0,0,0,0,0,0,0
1,1,0,1.0926,0.168,0.184,0.184,0.117,0.152,0.152,0,0,0,0.009,0,0,0,0,0,0
1,1,0,1.6929,0.169,0,0,0.105,0.153,0.154,0,0,0,0.061,0,0,0,0,0,0
1,1,0,1.5454,0.007,0.008,0.008,0.06,0.153,0.153,0,0,0,0,0,0,0,0,0,0
1,1,0,1.9066,0.03,0.001,0.001,0.1,0.131,0.151,0,0,0,0,0,0,0,0,0,0
1,1,0,2.0448,0.167,0.029,0.029,0.168,0.251,0.258,0.039,0.13,0,0.128,0,0,0,0,0,0
1,1,0,1.8084,0.168,0.006,0.006,0.025,0.251,0.254,0.051,0.121,0,0.232,0,0,0,0,0,1
1,1,0,1.8272,0.007,0,0,0,0.349,0.35,0,0,0,0,0,0,0,0,0,0
1,1,0,1.2666,0.007,0,0,0,0.15,0.152,0,0,0,0,0,0,0,0,0,0
1,1,0,1.2993,0.169,0.003,0.003,0,0.257,0.258,0,0,0,0,1,0,0,0,0,0
1,1,0,1.2443,0.169,0.002,0.002,0.004,0.249,0.25,0.119,0.094,0,0.102,0,0,0,0,0,0
1,1,0,2.0057,0.168,0.002,0.002,0.005,0.249,0.249,0.098,0.117,0,0.086,0,0,0,0,0,0
1,1,0,1.8694,0.168,0,0,0,0.248,0.248,0,0,0,0,0,0,0,0,0,0
1,1,0,0.8872,0.168,0.114,0.114,0.148,0.155,0.154,0,0,0,0.008,0,0,0,0,0,0
1,1,0,2.0225,0.007,0.011,0.011,0.083,0.153,0.153,0,0,0,0,0,0,0,0,0,0
1,1,0,1.8588,0.007,0.002,0.002,0.001,0.154,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,2.1045,0.169,0.001,0.001,0,0.257,0.257,0,0,0,0,1,0,0,0,0,0
1,1,0,2.0384,0.169,0.004,0.004,0.025,0.257,0.257,0,0,0,0,0,0,0,0,0,0
1,1,0,2.0825,0.007,0.004,0.004,0.009,0.154,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,2.2941,0.007,0.002,0.002,0,0.235,0.236,0,0,0,0,1,0,0,0,0,0
1,1,0,2.0912,0.168,0,0,0.133,0.19,0.154,0,0,0,0.024,0,0,0,0,0,0
1,1,0,2.0375,0.168,0.008,0.008,0.025,0.25,0.253,0.04,0.147,0,0.187,0,0,0,0,0,0
1,1,0,2.4085,0.007,0,0,0,0.235,0.235,0,0,0.002,0,0,0,0,0,0,0
1,1,0,1.8543,0.169,0.002,0.002,0.004,0.249,0.249,0.097,0.114,0,0.096,0,0,0,0,0,0
1,1,0,1.2599,0.168,0,0,0,0.235,0.236,0,0.001,0,0,0,0,0,0,0,0
1,1,0,2.5036,0.168,0.017,0.017,0.146,0.152,0.153,0.017,0.04,0,0.446,0,0,0,0,0,1
1,1,0,2.1709,0.169,0.116,0.116,0.017,0.156,0.031,0,0,0,0.013,1,1,0,0,0,0
1,1,0,1.9946,0.168,0.017,0.017,0.123,0.25,0.253,0.035,0.151,0,0.098,0,0,0,0,0,0
1,1,0,1.251,0.007,0.006,0.006,0.049,0.153,0.153,0,0,0,0,0,0,0,0,0,0
1,1,0,1.7565,0.169,0.002,0.002,0.004,0.235,0.235,0,0,0,0,0,0,0,0,0,0
1,1,0,2.0442,0.169,0.013,0.013,0.053,0.25,0.258,0.046,0.138,0,0.21,0,0,0,0,0,1
1,1,0,1.7183,0.169,0.014,0.014,0.12,0.152,0.152,0.027,0.06,0,0.383,0,0,0,0,0,1
1,1,0,2.9212,0.169,0,0,0,0.257,0.257,0,0,0,0,0,0,0,0,0,0
1,1,0,2.9269,0.169,0,0,0,0.257,0.257,0,0,0,0,0,0,0,0,0,0
1,1,0,3.1488,0.168,0.007,0.007,0.054,0.249,0.249,0.104,0.119,0,0.085,0,0,0,0,0,0
1,1,0,2.0286,0.007,0.001,0.001,0,0.149,0.152,0,0,0,0,1,0,0,0,0,0
1,1,0,2.7632,0.167,0.009,0.009,0.061,0.249,0.25,0.109,0.124,0,0.088,0,0,0,0,0,0
1,1,0,2.6522,0.017,0.019,0.019,0.14,0.234,0.234,0,0,0.002,0,0,0,0,0,0,0
1,1,0,2.3639,0.007,0.008,0.008,0.061,0.154,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,2.6829,0.168,0.008,0.008,0.052,0.257,0.257,0,0,0,0,0,0,0,0,0,0
1,1,0,2.2754,0.169,0.118,0.118,0.016,0.334,0.257,0,0,0,0.008,1,0,0,0,0,0
1,1,0,2.0458,0.169,0.18,0.18,0.046,0.224,0.156,0,0,0,0.022,0,0,0,0,0,0
1,1,0,2.3156,0.007,0,0,0,0.153,0.154,0,0,0,0,0,0,0,0,0,0
1,1,0,3.4875,0.169,0.004,0.004,0.007,0.257,0.257,0,0,0,0,0,0,0,0,0,0
1,1,0,2.5595,0.028,0.074,0.074,0.152,0.286,0.212,0.004,0.007,0,0.18,0,0,0,0,0,0
1,1,0,2.9003,0.168,0.005,0.005,0.008,0.247,0.247,0,0,0,0,0,0,0,0,0,0
